A1_Binary_Matrix,A1_Matrix_Rotation_Offset,b1_Binary_Constant,A2_Binary_Matrix,A2_Matrix_Rotation_Offset,b2_Binary_Constant,GF_2_8_Irreducible_Polynomial,Calculated_S_Box,Nonlinearity_Max,Nonlinearity_Min,Nonlinearity_N_S,Linear_Probability,LAT_Max,SAC_Min,SAC_Max,SAC_Average,SAC_Square_Deviation,Differential_Uniformity_Max,Fixed_Points_Hex,Opposite_Fixed_Points_Hex,Fixed_Point_Count,Cycle_Count,Cycle_Lengths,Generation_Date,Generation_Time
1101011101011001011001001100000111010000110101101111011100000101,0,00101111,1100011010011011101011110010100001110011000011101000110110101010,0,00111000,111100111,"[129,231,247,237,185,24,252,0,80,159,111,183,157,186,201,205,160,199,133,151,246,203,19,255,220,169,70,54,146,34,174,204,61,121,190,200,217,136,59,114,182,7,35,175,155,18,177,4,244,113,79,100,167,178,144,163,67,228,212,223,47,86,191,154,112,165,120,23,22,5,215,55,197,209,234,64,166,2,105,225,145,141,25,17,198,39,27,93,219,148,90,126,239,193,210,53,213,99,94,44,13,49,251,82,108,189,168,106,173,116,162,110,107,3,6,16,152,214,51,46,96,52,253,58,87,224,238,130,60,216,21,127,208,123,109,134,227,187,37,29,62,125,117,15,12,161,194,240,45,143,50,122,26,236,211,83,248,245,156,153,229,150,206,8,85,202,48,72,76,56,222,135,180,74,101,242,92,243,233,124,102,181,254,103,95,119,1,164,71,10,9,192,73,69,149,81,68,172,28,42,218,75,221,30,78,250,131,232,88,104,142,137,195,41,97,32,77,36,38,89,63,184,33,188,196,176,171,179,140,147,226,249,128,98,84,11,158,20,235,57,207,241,40,170,65,118,132,115,91,230,66,14,138,139,43,31]",112.0,112.0,112.0,0.0625,144.0,0.453125,0.546875,0.5,0.02485922277608956,4,"[""5a"", ""b5"", ""f1""]","[""de""]",4,9,"[120, 28, 73, 24, 2, 6, 1, 1, 1]",2026-08-07,11:32:24
